,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
29,"教师 工作部 人力资源部 部长 雷利利 传达 教育部 教师 司长 任友 全国 高校 师德师风建设 经验交流 会上 通报 几起 高校 违反 师德师风 案例 领学 教育部 部门 高校教师 队伍 建设 改革 指导 意见
",12,12_西安交通大学_教育部_文件_质量标准,"['西安交通大学', '教育部', '文件', '质量标准', '十项准则', '政治', '审议', '与会', '考察', '办法']","['与会 人员 集体 学习 教育部 压实 高校 师德师风建设 主体 责任 中共 教育部党组 印发 普通 高等学校 教师 党建 政治 质量标准 文件 重温 西安交通大学 党委 教师 委员会 规则\n', '会议 审议 西安交通大学 党委 教师 工作部 计划 西安交通大学 教师 政治 师德师风建设 三级 联动 责任制 办法 做好 西安交通大学 教师 党建 政治 质量标准 西安交通大学 教职员工 准入 查询 实施办法 文件\n', '会议 审议 西安交通大学 党委 教师 工作部 计划 西安交通大学 教师 政治 师德师风建设 三级 联动 责任制 办法 做好 西安交通大学 教师 党建 政治 质量标准 西安交通大学 教职员工 准入 查询 实施办法 文件\n']",西安交通大学 - 教育部 - 文件 - 质量标准 - 十项准则 - 政治 - 审议 - 与会 - 考察 - 办法,1.0,False
30,"研究生院 院长 刘明 领学 研究生 导师 指导 行为准则 具体内容
",9,9_研究_研究生_路径_导师,"['研究', '研究生', '路径', '导师', '项目', '学院', '研究成果', '结项', '围绕', '一批']","['首批 项目 多支 研究 团队 围绕 高校 师德师风建设 关键 议题 深耕细作 产出 一批 高质量 研究成果\n', '物理 学院 党委书记 张莹 围绕 高校教师 党组织 生活 教研 深度 融合 研究 马克思主义 学院 教授 樊晓燕 聚焦 高校教师 责任意识 提升 路径 研究 能动 学院 辅导员 亚龙 高校教师 师德师风 典型示范 引领 路径 探析 首批 优秀 结项 项目 分享 报告\n', '物理 学院 党委书记 张莹 围绕 高校教师 党组织 生活 教研 深度 融合 研究 马克思主义 学院 教授 樊晓燕 聚焦 高校教师 责任意识 提升 路径 研究 能动 学院 辅导员 亚龙 高校教师 师德师风 典型示范 引领 路径 探析 首批 优秀 结项 项目 分享 报告\n']",研究 - 研究生 - 路径 - 导师 - 项目 - 学院 - 研究成果 - 结项 - 围绕 - 一批,1.0,False
31,"人力资源部 部长 高宏 学校 师德师风建设 汇报 教师 工作部 制度建设 师德 教育 典型 宣传 师德 失范 问题 线索 情况 计划
",4,4_师德师风建设_师德_学习_教师,"['师德师风建设', '师德', '学习', '教师', '建设', '意见', '突出', '政治', '问题', '教育部']","['孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '主要 师德师风建设 回顾 近几年 党中央 教育部 学校 师德师风建设 相关 文件 解读 教师 师德 师风 基本概念 入手 重点 解读 师德师风 论述 高校教师 职业 十大 准则 研究生 导师 指导 行为准则 介绍 师德师风 典型 师德 失范 具体 案例 近期 部署 教职工 围绕 党史 学习 作风 建设 基层 教学 组织 建设 文化 建设\n']",师德师风建设 - 师德 - 学习 - 教师 - 建设 - 意见 - 突出 - 政治 - 问题 - 教育部,1.0,False
32,"部门 汇报 师德 建设 情况 及下 计划 当前工作 问题 建议
",4,4_师德师风建设_师德_学习_教师,"['师德师风建设', '师德', '学习', '教师', '建设', '意见', '突出', '政治', '问题', '教育部']","['孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '主要 师德师风建设 回顾 近几年 党中央 教育部 学校 师德师风建设 相关 文件 解读 教师 师德 师风 基本概念 入手 重点 解读 师德师风 论述 高校教师 职业 十大 准则 研究生 导师 指导 行为准则 介绍 师德师风 典型 师德 失范 具体 案例 近期 部署 教职工 围绕 党史 学习 作风 建设 基层 教学 组织 建设 文化 建设\n']",师德师风建设 - 师德 - 学习 - 教师 - 建设 - 意见 - 突出 - 政治 - 问题 - 教育部,1.0,False
33,"荣命哲 听取汇报 单位 师德 点评 单位 特色 指导 充分认识 师德师风建设 极端 重要性 第五轮 学科 评估 方案 指标体系 高校教师 政治素质 师德师风建设 首要任务 聚焦 短板 切实可行 举措 指导 二级 党委 师德 建设
",4,4_师德师风建设_师德_学习_教师,"['师德师风建设', '师德', '学习', '教师', '建设', '意见', '突出', '政治', '问题', '教育部']","['孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '主要 师德师风建设 回顾 近几年 党中央 教育部 学校 师德师风建设 相关 文件 解读 教师 师德 师风 基本概念 入手 重点 解读 师德师风 论述 高校教师 职业 十大 准则 研究生 导师 指导 行为准则 介绍 师德师风 典型 师德 失范 具体 案例 近期 部署 教职工 围绕 党史 学习 作风 建设 基层 教学 组织 建设 文化 建设\n']",师德师风建设 - 师德 - 学习 - 教师 - 建设 - 意见 - 突出 - 政治 - 问题 - 教育部,1.0,False
34,"指出 打响 青年 知识分子 成长 正确 道路 师德 教育 品牌 围绕 面向 科技 创新 扶贫 支教 服务 不断丰富 教育 内涵 切实 培养 教师 家国 情怀 服务 意识
",13,13_强国_科技_服务_面向,"['强国', '科技', '服务', '面向', '教育', '高素质', '建设', '人才', '高尚', '创新']","['刘茹 二十大 报告 指出 教育 优先发展 科技 自立自强 人才 引领 驱动 建设 教育 强国 科技 强国 人才 强国\n', '传承 西迁 牢记 育人 为国 育才 使命 师德师风建设 长效机制 努力 建设 高素质 专业化 教师队伍 建设 教育 强国 科技 强国 人才 强国 贡献 交大 力量\n', '会议 学习 重要讲话 科教兴国 战略 人才 强国 战略 创新 驱动 发展 战略 面向世界 科技前沿 面向 经济 主战场 面向 国家 需求 面向 人民 健康 发展 科技 生产力 培养人才 资源 创新 动力 更好 起来 学校 科技 创新 体系 建设 学科 交叉 融合 高层次 人才队伍 建设 培养 创新 领军 人才 服务 国家 战略 能力 水平 自觉 履行 高水平 科技 自立自强 使命 担当 建成 科技 强国 中华民族 伟大复兴 贡献 交大 智慧 力量\n']",强国 - 科技 - 服务 - 面向 - 教育 - 高素质 - 建设 - 人才 - 高尚 - 创新,0.7594306181344523,False
35,"各分 党委 主体 责任 把握 时代特点 借助 平台 研究 办法 关键 少数 切实 师德师风建设 落到实处
",7,7_协同_部门_问题_机制,"['协同', '部门', '问题', '机制', '做好', '责任', '查摆', '对表', '落地', '协作']","['对标 对表 重要讲话 问题 导向 党支部 共建 走深 走实 凝聚 合力 部门 高效 协同 扎实 党建 业务 深度 融合\n', '教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平\n', '教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平\n']",协同 - 部门 - 问题 - 机制 - 做好 - 责任 - 查摆 - 对表 - 落地 - 协作,1.0,False
36,"下午 物理 学院 党委 师德师风建设 专题学习 研讨会 学习 教师队伍 建设 师德师风建设 教育 评价 改革 相关 文件精神 研讨 举措
",5,5_师德师风建设_考核_师德师风_组织,"['师德师风建设', '考核', '师德师风', '组织', '单位', '监督', '会议', '建设', '政治', '负责']","['提高 教师队伍 整体素质 切实 师德 考核 贯穿 教师 日常 管理工作 学院 实际 化学 学院 师德师风 考核 方案 师德 考核 融入 人才 考核 晋升 岗位 聘任 评奖 评优 导师 遴选 人才 专项 考核 实行 一票否决制 切实 担负起 学院 师德师风建设 主体 责任\n', '长期以来 西安交通大学 党的领导 贯穿 师德师风建设 创新 学校 党委 二级 单位 党组织 教师 党支部 三级 联动 机制 系统 教育引导 考核 评价 监督 约束 激励 四位一体 建设 师德 建设 系统化\n', '教师队伍 师德师风 政治 考核 监督 指导 二级 单位 党组织 师德师风建设\n']",师德师风建设 - 考核 - 师德师风 - 组织 - 单位 - 监督 - 会议 - 建设 - 政治 - 负责,1.0,False
37,"物理 学院 党委 中心 组成员 中层干部 学习
",3,3_部长_党委_主持会议_负责人,"['部长', '党委', '主持会议', '负责人', '会议', '工作部', '教师', '项目', '学院', '宣传部']","['校党委 书记 孙早 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 教师 委员会 成员 单位 负责人 会议 教师 工作部 部长 主持会议\n', '校党委 书记 孙早 党委 教师 委员会 成员 单位 负责人 会议 党委 教师 工作部 部长\n']",部长 - 党委 - 主持会议 - 负责人 - 会议 - 工作部 - 教师 - 项目 - 学院 - 宣传部,1.0,False
38,"杨小渭 书记 学院 实际 重温 深化 教师队伍 改革 意见 深化 教育 评价 改革 总体方案 文件精神 围绕 教育 教师 论述 从文件 意义 主要 改革 举措 阐释 师德师风建设 振兴 教师 教育 深化 综合 改革 提高 地位 待遇 内容
",4,4_师德师风建设_师德_学习_教师,"['师德师风建设', '师德', '学习', '教师', '建设', '意见', '突出', '政治', '问题', '教育部']","['孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '主要 师德师风建设 回顾 近几年 党中央 教育部 学校 师德师风建设 相关 文件 解读 教师 师德 师风 基本概念 入手 重点 解读 师德师风 论述 高校教师 职业 十大 准则 研究生 导师 指导 行为准则 介绍 师德师风 典型 师德 失范 具体 案例 近期 部署 教职工 围绕 党史 学习 作风 建设 基层 教学 组织 建设 文化 建设\n']",师德师风建设 - 师德 - 学习 - 教师 - 建设 - 意见 - 突出 - 政治 - 问题 - 教育部,1.0,False
39,"各系所 支部 学院 发展 实际出发 切实 组织 教工 广泛 学习 研讨 文件精神 文件精神 落到实处
",7,7_协同_部门_问题_机制,"['协同', '部门', '问题', '机制', '做好', '责任', '查摆', '对表', '落地', '协作']","['对标 对表 重要讲话 问题 导向 党支部 共建 走深 走实 凝聚 合力 部门 高效 协同 扎实 党建 业务 深度 融合\n', '教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平\n', '教师 工作部 发挥 牵头 总和 协调 做好 顶层 设计 协同 协作 贯通 机制 创新 方式 方法 做好 相关 落地 跟踪 督办 提升 教师 政治 师德师风建设 水平\n']",协同 - 部门 - 问题 - 机制 - 做好 - 责任 - 查摆 - 对表 - 落地 - 协作,0.4676427301011493,False
40,"高宏 院长 领学 高校教师 职业 十项准则 结合实际 逐条 剖析 解读 认为 高校教师 日常 教学科研 管理工作 认真学习 领会 入心 入脑 严以律己 立德 人为 对标 十项准则 各项规定 切实 提升 政治 理论素养 职业 修养
",4,4_师德师风建设_师德_学习_教师,"['师德师风建设', '师德', '学习', '教师', '建设', '意见', '突出', '政治', '问题', '教育部']","['孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '孙早 师德师风建设 征程 重要性 部门 统一认识 做到 全校 一盘棋 部门 之间 通力协作 及时 认清 形势 回应 期盼 应对 挑战 教师 政治 师德师风建设 摆在 突出 位置 切实增强 学校 教师 群体 育人 为国 育才 责任感 使命感 紧迫感\n', '主要 师德师风建设 回顾 近几年 党中央 教育部 学校 师德师风建设 相关 文件 解读 教师 师德 师风 基本概念 入手 重点 解读 师德师风 论述 高校教师 职业 十大 准则 研究生 导师 指导 行为准则 介绍 师德师风 典型 师德 失范 具体 案例 近期 部署 教职工 围绕 党史 学习 作风 建设 基层 教学 组织 建设 文化 建设\n']",师德师风建设 - 师德 - 学习 - 教师 - 建设 - 意见 - 突出 - 政治 - 问题 - 教育部,1.0,False
